x,y,z
292.6237342358651,204.95415434548556,a
261.099761511687,212.1599233740219,a
295.680781840771,225.14559331899272,a
311.39097524705977,238.7692389828445,a
261.18820681120695,177.57158547212725,a
316.11023322926036,215.2925287010557,a
278.6078668805848,208.02257656008192,a
278.8572561062062,209.46393294335792,a
326.1175048139271,164.56172332041945,a
270.8105177042487,256.4086519318725,a
275.56753015005205,181.86269378162922,a
305.7129531733709,205.81157334250804,a
320.8782776182984,206.86405887329323,a
326.78743528491697,238.59296392403138,a
320.6930594589506,242.02146310135527,a
334.1436067129881,225.60700431170267,a
370.18105986097265,216.86271462120402,a
327.3651416204087,250.30921749177526,a
333.7629824207595,267.37327977475746,a
323.18642929148797,253.47086213628089,a
309.194756582636,261.15909985837163,a
311.92194096593977,254.6139626497032,a
346.6952482006135,256.6222865985693,a
301.4935502716719,310.48926196543925,a
332.27123546360525,279.7288860073235,a
342.0665165516086,281.1564985468387,a
319.6638400634549,308.6175352655433,a
324.09580119806395,266.0036976985025,a
288.47620944579745,292.14573617095704,a
332.3379036193213,313.22436925295005,a
304.36867982974377,300.4172319802231,a
338.57379127102035,311.92853067129454,a
313.22189115391336,291.3138180021329,a
338.70886951758075,294.7483903166682,a
345.47265672901045,271.10169805652447,a
331.10540532448255,292.41437110037805,a
394.13168089705874,271.5911788110669,a
344.8957478283308,333.05462416806483,a
355.38545847790436,342.3303118061752,a
299.924828308649,315.3755290700712,a
345.4541277796465,342.61076629436036,a
326.09328580058974,291.8628877117762,a
331.3458148476655,334.0864038324871,a
332.46346305432274,311.3047740874565,a
298.4960908654601,311.1103683333196,a
366.82344355658705,325.11502353148035,a
308.68982084564493,332.39286143470144,a
327.6683108291129,321.0880196224671,a
336.9955318013292,314.2233268227068,a
347.6860445054058,334.58652423675306,a
305.03796684301574,321.5504042211795,a
391.42759819443665,280.42857529529,a
392.0176235025664,313.01842606951243,a
317.2653872296232,327.22190267739916,a
373.4405515579378,288.93567643875076,a
378.91426827692055,287.4658065264081,a
342.53933435515717,256.6902764547943,a
396.1310464022411,308.66477752184676,a
440.0960955575317,287.9268473116326,a
427.02522541815637,270.684653405912,a
491.0629658997759,306.23674616177345,a
445.5612425881331,299.4381626612593,a
461.20073130637667,279.5168161282779,a
439.2273589686121,264.41554799257835,a
510.69737495301837,283.8188547450701,a
469.47686963871996,282.0778949894182,a
467.1221836579666,272.1091887313479,a
470.38602382072685,258.66138676719567,a
463.3859319891694,256.58158485539764,a
514.9845675105469,320.4272385004124,a
501.5023836953005,297.4820697317249,a
506.4035230274308,307.86571509032444,a
484.3983424370695,310.3466903690253,a
491.2041549320564,309.18404240020726,a
500.37211158204565,314.4291060082295,a
495.91789680790026,321.26683570034095,a
454.6332152286669,318.70471989419775,a
492.7977568618227,325.2057837272092,a
488.13141399384074,309.887160397318,a
478.93317150086125,318.92312633831773,a
500.28346082202455,361.4411162533521,a
496.71530468853166,325.12107002737736,a
503.79708494538227,366.7252281928723,a
510.86228552953656,372.3720230390742,a
467.3572764118736,326.58775416789626,a
479.8460223716058,366.390632948208,a
478.82224117071496,350.15065571582807,a
425.38795653455395,345.43702653223306,a
492.05878242463086,396.8416299342332,a
511.5124741049976,321.6687751140153,a
489.31511379264526,409.5868439705783,a
491.3070275207825,421.88160266932414,a
467.36580599141,373.47258838090204,a
530.3661099612114,412.51394854965724,a
513.8595052050273,387.93141668318606,a
479.4251420829366,443.4761365592111,a
515.1061749368654,374.8586313376702,a
562.8278638336109,372.19612576109444,a
516.6686605913666,359.5572398111733,a
480.9718699045687,401.40044248701275,a
449.8082024982498,407.14831541113506,a
494.66942350860063,409.78366293043075,a
466.74108119177674,413.7276726942336,a
444.63076605861625,420.41833457021903,a
457.57120344641714,416.34880447359205,a
508.1744653372857,411.164263100951,a
428.48696389964834,368.66459582874097,a
477.68353549816266,411.9881226316167,a
505.77356856236986,395.79560698387456,a
480.2702200530769,379.6497846226613,a
506.5731341747407,409.15404494893374,a
520.8040781126126,392.42309267179786,a
485.2158938638288,386.04933824201584,a
531.221354270773,389.00837242172264,a
551.6174889505703,361.1465415660989,a
562.4856074372145,342.37354798028787,a
547.9685618736053,357.04171138742424,a
588.4543292990406,376.69560359543544,a
557.3614886051039,363.24261528396823,a
563.2471745923281,392.15112981126873,a
576.9098202186741,367.9132493716829,a
621.0210711053569,402.2416746026561,a
559.5965343758346,368.85279760133017,a
614.2204118790696,396.8096096863269,a
580.2325191101424,362.8041930105642,a
597.8169509791932,361.050629452841,a
583.454028175949,393.07903822085746,a
568.4279121509703,422.4093215016403,a
599.3029822063855,384.99187520105863,a
602.7609742404021,402.06137818746635,a
618.0795869988307,390.5451405625764,a
525.4291782769824,415.39820824962726,a
595.5762455022224,434.85174630292295,a
525.4006490820431,370.43760902053555,a
581.4424277037235,428.9054312426065,a
591.5879146555337,362.9297228297961,a
545.0194977864337,396.9883923558064,a
608.0425706504791,375.42810627743677,a
564.9003791978923,361.1586069428323,a
507.45562889012604,426.681568168381,a
584.1957096497379,394.86361522422544,a
543.1008305060559,391.74276610017773,a
623.4937763808495,400.2174916903614,a
551.3744338044703,409.3157383938034,a
508.1188532986323,420.40667264268393,a
565.3260575058944,460.8889289562833,a
555.6052274459757,383.484419104869,a
572.0888621002468,420.0666669752643,a
508.6617084913153,446.7720981257965,a
543.3131017597437,398.773779863852,a
554.9979173372659,373.89320297286474,a
582.3551635130722,418.77809041185253,a
567.4088552398678,428.2794162049869,a
504.5689418328612,377.6090604992832,a
561.6907043892635,420.30016037453277,a
586.6123235721777,395.26930789008577,a
547.0393300232607,408.5501019929333,a
552.7072410224686,428.27629261441206,a
575.3480089510249,431.56660674096156,a
564.099735908377,408.9973614273988,a
587.7747201452842,398.12540035927174,a
573.981952427566,439.65772631298705,a
563.1670249551813,414.216037331243,a
553.4488048844962,393.56231129695215,a
590.5966274892317,464.6357971996367,a
566.1931817841746,501.5137041674386,a
529.0381332214474,416.4072030790298,a
583.2762951889391,470.71791706985647,a
560.2653218013317,471.2467994849993,a
541.8712116541121,439.0679613182764,a
515.0674777639528,414.68024369128545,a
511.278135284972,449.4401378297431,a
570.2038534691015,457.03549025364634,a
551.85997851396,433.72546870601803,a
579.9766395407155,441.0889475946491,a
565.4611688265937,446.7353612099885,a
572.7514994756351,435.2876528646477,a
566.7907609031239,476.628430850103,a
580.6643753473411,451.27844101559356,a
612.5118629496133,426.30194462293275,a
592.5179194793504,435.3704358021663,a
569.0825388094396,461.49181354039365,a
585.6018232621873,431.05709690363824,a
516.8743748603039,436.56211048868647,a
548.7152130821021,456.883532854296,a
622.6537249293433,438.09355757647546,a
550.5872209352326,510.50765993852735,a
630.9883490753024,449.15736518154137,a
565.0280135299955,399.7335772674821,a
568.1197412570202,417.5901478150038,a
586.5626324769233,458.2628733077889,a
627.5541619328101,445.74130919040635,a
561.8213663697269,432.1921899143898,a
595.5156580420061,447.1810205385157,a
652.6094087689037,430.2329507028971,a
616.9327243696779,437.0550449490594,a
628.5539712117065,443.26235048884854,a
583.5622917914146,452.0069216383088,a
592.8664067113957,418.4940242370693,a
614.1019928103802,429.54900648560493,a
641.7377336239063,408.88314843448603,a
628.798932644216,395.664905048195,a
664.790484923301,384.55251166492513,a
573.6694484689672,420.3590714991782,a
52.25541937668476,373.6614319415273,b
32.51704621703242,427.7602340873493,b
86.82426182337815,430.7321100734357,b
76.05371673902208,467.39502306553186,b
87.85964272986577,448.9220667989738,b
143.9017750638366,498.62870851716406,b
113.28868575454136,462.48009796883383,b
117.72185592840185,489.7147936317934,b
151.95010404745625,466.68772221584226,b
120.95349589365199,454.57106865445473,b
123.11204974442944,490.39914802862353,b
133.7561879542845,484.2052150348208,b
115.15051995248382,458.00420170090433,b
224.80493281479508,459.5316577501648,b
163.0772564025763,476.7410990204258,b
161.2462642339373,460.34496311939705,b
189.32161099879082,525.8806059479465,b
179.98054392500865,484.68051894443835,b
196.5136314355515,476.4979216097098,b
138.2073769227004,451.4767030844723,b
195.80541406916413,549.1298740604442,b
182.7033675032816,470.8169992153039,b
169.4392480603389,468.2206899552488,b
164.27392605127002,431.54586039929427,b
150.2740905143391,436.52928912700287,b
91.11460790291787,386.3828345761872,b
103.58548965460831,398.41780691489026,b
51.42472989221059,410.87323001999533,b
37.96471171432733,443.31256849599276,b
1.1709847557034863,398.5983499867757,b
15.539248135665868,347.6344321029252,b
30.73053335775691,357.8238908532044,b
29.78900339184173,449.32779696037,b
10.101741155654366,422.2431198767596,b
51.64771416148933,415.4360761075523,b
21.638983593419123,405.8672593233732,b
14.16338497849868,409.07167540844864,b
5.876721050594718,425.6307225854778,b
-9.048070404870597,353.1733486843747,b
33.53333363987982,385.75885709414194,b
-10.059920838591292,343.18510684706985,b
-33.95260300497695,358.3456149207649,b
20.91703314132917,382.55278917270203,b
30.950270794670967,411.7444408130936,b
60.23558407129144,310.0016458329338,b
119.72239654764309,407.9785380706229,b
146.99933353821524,381.7421583886604,b
164.01530047302586,430.7166675636237,b
211.76530978016524,413.02248064165724,b
250.71680792924488,477.6391867451362,b
268.08462535790676,445.64940740818275,b
219.36058347256636,494.68107714679275,b
179.5540610767997,446.5404179087544,b
294.0047527724394,503.0965621794284,b
255.62313878257243,479.985487761749,b
264.9112496393853,488.4071755101055,b
250.1027730687225,501.9488595725223,b
258.7066102792768,505.77450978617213,b
234.4873324284447,499.60397006869766,b
252.08306172523066,491.0579714254897,b
176.6937070471572,457.4452172581989,b
133.77174061291976,422.16262635921436,b
152.2705847055054,449.2581127021723,b
139.7014521875227,416.91103910613066,b
138.78011126205035,444.07055667057557,b
148.76926850057342,432.3443074992318,b
136.26658383494987,405.89566245459696,b
78.16000199050426,412.04540488097587,b
33.927440103862786,375.5765555240765,b
-15.748878532372885,359.40806422607216,b
9.301402488757134,328.27264981579197,b
-21.33915517079926,299.53234681296505,b
-4.582008636280019,353.3934418187156,b
-31.783148958748022,323.86732869922383,b
683.6469022713427,263.6071141050859,b
694.0314038133695,192.3511891146934,b
636.7172883250142,231.78056308180726,b
625.3079610413165,211.1773321805794,b
694.4599808207206,214.72663286913667,b
580.1823937740072,178.95551861365146,b
510.3302702552312,168.58218871875357,b
493.8397210977504,114.18903682023665,b
459.4234899854821,102.125222680435,b
386.1748077509878,62.91107842013213,b
457.72013131077404,132.87952912355706,b
363.74278053045526,23.520749462733193,b
411.95849427019,42.590894380172756,b
418.4229788996097,89.0400229780006,b
541.7417649566357,78.79899566087289,b
567.529385134028,96.6133454379069,b
627.4940999762458,128.50947228017753,b
674.7974190803155,136.56266225931785,b
709.2380698096631,114.5088624346721,b
671.3659506690558,145.8568677887274,b
664.456816647639,139.43110462439927,b
683.9677578672782,207.18654026793007,b
721.2771566066879,129.08915335292153,b
748.2391724656449,125.97733974201986,b
724.2229077637528,151.87105916661255,b
645.5462697394486,168.34392536589627,b
634.0464367229828,108.9336484650978,b
620.9520884152187,127.5920990366032,b
594.7443052178161,77.89845065985264,b
514.0749759226516,76.4867840710121,b
468.5374465383217,58.292901847783014,b
481.7657869033333,61.24856677893837,b
488.81659178169434,11.30534512115429,b
487.61923336753574,9.742993590315507,b
423.8057075928267,13.541606131458764,b
429.79363539327863,28.722634637668648,b
453.0227531769363,19.285444964211308,b
473.6887030017705,72.0369413778484,b
464.837652829845,73.90245099524816,b
517.4548276534983,132.793098385807,b
552.4554304361253,133.96063886652922,b
548.8623037018201,123.70989196229976,b
562.2481565264517,148.57381976272995,b
648.1990667036017,181.1945871088684,b
660.5282024112735,190.56485958245526,b
547.633168589216,227.54519661800657,b
617.9061395666171,180.82421363856452,b
597.7561660770737,193.40577277079115,b
625.6639857871847,170.47012245242632,b
599.8469524758392,204.20539173633756,b
585.9121219564987,165.40250300814267,b
599.9585141475337,161.88756008231303,b
481.6779444151278,139.77758851092779,b
538.1447854881916,85.39857387069156,b
529.443071206135,125.7661990771183,b
422.84197101284576,91.40337115019781,b
462.919830851381,55.926787624107476,b
424.06521287581603,88.67068343794409,b
441.6245091307495,88.45155455648467,b
632.3499532373716,88.94561075914419,b
662.3493440578524,58.29722426721452,b
686.3340659094209,53.87030076999167,b
681.8680810116587,97.0583048612292,b
660.2062378828751,99.72729754627323,b
675.7639136600462,68.562467237553,b
669.8033972163228,62.61479975275978,b
661.7463969968975,70.36542954099502,b
654.3895672091904,68.32319852871336,b
713.1875578559989,-8.333157087655536,b
696.6922644213571,19.707629209305424,b
701.1209632425162,47.185117301528635,b
655.707045599504,25.74861627639666,b
699.5853205314326,37.5498465382276,b
639.5254701485926,-16.378096254190268,b
639.8982785182174,-6.2899538707685,b
642.7965481694193,64.50187473377389,b
628.6672213520828,95.69861330243447,b
659.3443838396354,36.894165585565474,b
656.7882293722757,64.42912376599872,b
617.2138904140842,81.06180731356363,b
494.7070058273341,-7.548325896293477,b
430.07674875594086,34.30936248522022,b
393.7293650698166,44.97703870363324,b
467.34454116593207,-24.82418049858802,b
418.64397124654977,-4.549273521546468,b
409.91029088725634,-0.08480002526704311,b
390.9636860549016,-3.2569720873695474,b
397.12683094825786,14.660043040759945,b
375.34705445347515,-18.52924109229093,b
330.35964700451626,25.709119644499253,b
307.86674873781965,-37.86036809521181,b
259.7597986942382,24.557010881431268,b
244.16251828580536,22.843931290988166,b
272.3684083466199,-1.4396924240932094,b
304.5611195273259,8.117343100531684,b
256.333921799643,34.119914627981586,b
240.7354912553627,-42.808177611546625,b
297.47468397718495,81.8712122594128,b
333.4289002201352,85.71445990765676,b
356.1186212410637,87.0313960525018,b
359.6330104646801,52.52802185453504,b
402.63228091013127,22.51956405557695,b
390.87999138313245,99.99832343518574,b
381.87194077367855,149.23254802917432,b
420.26355338299663,141.15642593604053,b
476.91715147256605,109.32628580814526,b
435.2859636087675,169.30513872159588,b
454.1509715683919,130.89668698339602,b
475.21826268289243,124.05792653348232,b
521.8531701399621,165.84869645303593,b
494.8942933608463,170.14975965226432,b
515.7714992378137,182.3467909767595,b
562.9092632320967,232.27725908913135,b
533.6437211155738,199.42615569882122,b
569.0005495314427,255.38258158027742,b
579.9459600477153,188.64277179652078,b
573.9207176633337,189.43334096816238,b
542.3172172086101,278.6731244351284,b
597.028593222581,184.79498841841212,b
609.0547888707746,246.94279406322715,b
615.3835728234778,252.67350748221952,b
608.4072410883415,280.0846678573559,b
619.4540841127172,303.72257339170375,b
631.5068842664549,243.78670420450055,b
663.5848868577255,268.2918574487387,b
643.1060031172877,309.883158758798,b
639.0072712171891,264.8609001588055,b
622.5580567623769,321.1221251903502,b
683.5007775916544,307.6100222822877,b
